title,genres
"V.I.P.s, The (1963)",Drama
V/H/S (2012),Horror|Thriller
V/H/S/2 (2013),Horror|Thriller
V/H/S: Viral (2014),Horror|Thriller
V: The Final Battle (1984),Action|Sci-Fi
V2: Dead Angel (Vares 2 - Jäätynyt Enkeli) (2007),Action|Comedy|Crime
Vääpeli Körmy - Taisteluni (1994),Comedy
Vääpeli Körmy ja kahtesti laukeava (1997),Comedy|War
Vääpeli Körmy ja marsalkan sauva (1990),Comedy
Väreitä (1965),Drama
Vacancy (2007),Horror|Thriller
Vacancy 2: The First Cut (2009),Horror|Thriller
Vacation from Marriage (1945),Drama|Romance
Vacuum-Cleaner Salesmen (Pölynimurikauppiaat) (1993),Documentary
Vacuuming Completely Nude in Paradise (2001),Comedy|Drama
Vagabond (Sans toit ni loi) (1985),Drama
Vai~E~Vem (2003),Comedy|Drama
Val Lewton:  The Man in the Shadows (2007),Documentary
"Valachi Papers,The (1972)",Crime|Drama
Valdez Is Coming (1971),Western
Valentin (Valentín) (2002),Drama
Valentine (2001),Horror|Mystery
Valentine Road (2013),Documentary
Valentine's Day (2010),Comedy|Romance
Valentino (1977),Drama
Valentino: The Last Emperor (2008),Documentary
Valerie (2006),Drama
Valerie and Her Week of Wonders (Valerie a týden divu) (1970),Adventure|Drama|Fantasy
"Valet, The (La doublure) (2006)",Comedy
Valhalla (1986),Adventure|Animation|Children|Fantasy
Valhalla Rising (2009),Action|Drama|War
Vali (2009),Action|Drama
Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War
Valkyrie (2008),Drama|Thriller|War
Valley Girl (1983),Comedy|Romance
"Valley of Decision, The (1945)",Drama
Valley Of Flowers (2006),Adventure|Drama|Romance
Valley of Head Hunters (1953),Adventure
Valley of the Bees (Údolí vcel) (1968),Drama
Valley of the Dolls (1967),Drama
Valley of the Dragons (1961),Sci-Fi
Valley Uprising (2014),Documentary
"Valley, The (Obscured by Clouds) (La vallée) (1972)",Action|Drama
Valmont (1989),Drama|Romance
Vamp (1986),Comedy|Horror
"Vampir (Cuadecuc, vampir) (1971)",Documentary|Horror
Vampire Academy (2014),Action|Comedy|Fantasy
Vampire Apocalypse (2008),Comedy|Horror
"Vampire Bat, The (1933)",Horror
Vampire Effect (The Twins Effect) (Chin gei bin) (2003),Action|Comedy|Fantasy|Horror
Vampire Girl vs. Frankenstein Girl (Kyûketsu Shôjo tai Shôjo Furanken) (2009),Action|Comedy|Horror|Romance
Vampire Hunter D (1985),Animation|Fantasy|Horror
Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi
Vampire in Brooklyn (1995),Comedy|Horror|Romance
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror
Vampire Journals (1997),Fantasy|Horror
"Vampire Lovers, The (1970)",Horror
"Vampire, The (1957)",Horror|Sci-Fi|Thriller
Vampires (1998),Horror|Western
Vampires (2010),Comedy|Fantasy|Horror
Vampire's Kiss (1989),Comedy|Fantasy|Horror
Vampires Suck (2010),Comedy
"Vampires, Les (1915)",Action|Adventure|Drama|Horror|Thriller
Vamps (2012),Comedy|Horror|Romance
Vampyr (1932),Fantasy|Horror
"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller
Van Diemen's Land (2009),Drama
Van Gogh (1991),Drama
Van Helsing (2004),Action|Adventure|Fantasy|Horror
"Van, The (1996)",Comedy|Drama
Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
Vanishing on 7th Street (2010),Horror|Mystery|Thriller
Vanishing Point (1971),Action|Drama
"Vanishing, The (1993)",Mystery|Thriller
"Vanishing, The (Spoorloos) (1988)",Drama|Thriller
Vanity Fair (2004),Drama|Romance
"Vanquished, The (I vinti) (1953)",Drama
Vantage Point (2008),Action|Drama|Thriller
Vanya on 42nd Street (1994),Drama
Varan the Unbelievable (1958),Action|Drama|Sci-Fi
Varasto (2011),Comedy|Drama
Vares: Private Eye (Vares - Yksityisetsivä) (2004),Action|Comedy|Crime|Thriller
Vares: The Kiss of Evil (Vares - Pahan suudelma) (2011),Action|Crime|Film-Noir
Vares: The Path of the Righteous Men (Vares - Kaidan tien kulkijat) (2012),Crime|Drama
Varg Veum - Bitter Flowers (Varg Veum - Bitre Blomster) (2007),Crime|Drama|Thriller
Varg Veum - Fallen Angels (Varg Veum - Falne Engler) (2008),Crime|Drama|Thriller
Variety (Varieté) (1925),Crime|Drama|Romance
Variety Lights (1950),Drama
Varsity Blues (1999),Comedy|Drama
Vasermil (2007),Drama
Vassilisa the Beautiful (Vasilisa prekrasnaya) (1939),Adventure|Fantasy
Vatel (2000),Drama
"Vault of Horror, The (1973)",Horror|Mystery
Veer Zaara (2004),Drama|Musical|Romance
Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
Vegucated (2010),Comedy|Documentary
Vehicle 19 (2013),Thriller
"Velocity of Gary, The (1998)",Comedy|Romance
Velvet Goldmine (1998),Drama
"Velvet Vampire, The (1971)",Fantasy|Horror
Vendetta (2013),Action|Crime
Vengeance (Fuk sau) (2009),Action|Crime|Thriller
Vengeance Can Wait (2010),Comedy|Drama|Romance
Vengeance is Mine (Fukushu suruwa wareniari) (1979),Crime|Drama
Vengeance Valley (1951),Western
Vengeance: The Story of Tony Cimo (1986),(no genres listed)
Vengo (2000),Drama|Musical
Venice/Venice (1992),Drama
Venom (1982),Horror|Thriller
Venom (2005),Horror|Thriller
Venus & Fleur (2004),(no genres listed)
Venus (2006),Drama|Romance
Venus and Serena (2012),Documentary
Venus Beauty Institute (Vénus beauté) (1999),Comedy|Drama|Romance
Venus Boyz (2001),Documentary
Venus in Fur (La Vénus à la fourrure) (2013),Drama
Venus Wars (Venus Senki) (1989),Action|Animation|Sci-Fi|War
Vera Cruz (1954),Adventure|Western
Vera Drake (2004),Drama
Verbo (2011),Adventure|Fantasy
Verboten! (1959),Action|Romance|War
"Verdict, The (1946)",Crime|Drama|Film-Noir|Mystery|Thriller
"Verdict, The (1982)",Drama|Mystery
"Verlorene, Der (Lost One, The) (1951)",Crime|Drama|Thriller
Vermin (1998),Comedy
Vermont Is For Lovers (1992),Comedy|Documentary|Romance
"Vernon, Florida (1981)",Documentary
Veronica Guerin (2003),Crime|Drama|Thriller
Veronica Mars (2014),Comedy|Crime|Drama
Veronika Decides to Die (2009),Drama|Romance
"Veronika Voss (Sehnsucht der Veronika Voss, Die) (1982)",Drama
Versailles (2008),Drama
Versus (2000),Action|Comedy|Fantasy|Horror
Vertical Features Remake (1978),Documentary
Vertical Limit (2000),Action|Adventure
"Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)",Drama
Vertigo (1958),Drama|Mystery|Romance|Thriller
Very Annie Mary (2001),Comedy|Musical
Very Bad Things (1998),Comedy|Crime
"Very Brady Sequel, A (1996)",Comedy
"Very British Gangster, A (2007)",Crime|Documentary
Very Good Girls (2014),Drama
Very Happy Alexander (Alexandre le bienheureux) (1968),Comedy|Romance
"Very Harold & Kumar 3D Christmas, A (2011)",Comedy
"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Mystery|Romance|War
"Very Natural Thing, A (1974)",Drama
Very Ordinary Couple (Yeonaeui Wondo) (2013),Comedy|Drama|Romance
"Very Potter Musical, A (2009)",Comedy|Musical
"Very Potter Sequel, A (2010)",Comedy|Musical
"Very Social Secretary, A (2005)",Comedy|Drama
"Very Thought of You, The (1998)",Comedy|Romance
Vesku from Finland (Vesku) (2010),Documentary
Vesna va veloce (1996),Drama
Vessel of Wrath (1938),Drama
"Veteran, The (2011)",Action|Thriller
Vexille (Bekushiru: 2077 Nihon sakoku) (2007),Action|Animation|Sci-Fi
Viagem a Portugal (2011),Drama|Romance
Vibes (1988),Adventure|Comedy|Romance
Vibrator (2003),Drama
Vic+Flo Saw a Bear (2013),Crime|Drama|Thriller
Vice (2008),Crime|Film-Noir|Mystery|Thriller
Vice (2015),Action|Adventure|Sci-Fi|Thriller
Vice Squad (1953),Crime|Drama
Vice Squad (1982),Action|Thriller
Vice Versa (1988),Comedy
"Vicious Kind, The (2009)",Comedy|Drama
Vicky Cristina Barcelona (2008),Comedy|Drama|Romance
Vicky Donor (2012),Comedy|Romance
Victim (1961),Crime|Drama
Victim (2010),Horror|Thriller
Victor and the Secret of Crocodile Mansion (2012),Adventure|Children|Mystery
Victor Sjöström: Ett porträtt (1981),Documentary
Victor/Victoria (1982),Comedy|Musical|Romance
Victory (1995),Drama
Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
Victory Through Air Power (1943),Animation|Documentary|War
"Vida precoz y breve de Sabina Rivas, La (Precocious and Brief Life of Sabina Rivas, The) (2012)",Adventure|Drama|Romance
Vidal Sassoon: The Movie (2010),Documentary
Video Games: The Movie (2014),Documentary
Videocracy (Videocracy - Basta apparire) (2009),Documentary
Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller
"Vie en Rose, La (Môme, La) (2007)",Drama|Musical
"Vie meilleure, Une (Better Life, A) (2011)",Drama
Vieraalla maalla (2003),Comedy|Romance
Vietnam in HD (2011),War
"View from the Top, A (2003)",Comedy|Romance
"View to a Kill, A (1985)",Action|Adventure|Thriller
Vigilante (1983),Action|Crime|Drama
Viimeiset rotannahat (1985) ,Comedy
"Viking, The (1928)",Action|Adventure|Drama
"Vikings, The (1958)",Action|Adventure
Vile (2011) ,Horror
Villa Amalia (2009),Drama|Romance
Villa Rides! (1968),War|Western
"Village Barbershop, The (2008)",Comedy|Drama
Village of the Damned (1960),Horror|Sci-Fi|Thriller
Village of the Damned (1995),Horror|Sci-Fi
Village of the Giants (1965),Sci-Fi
Village People (2013),Comedy
Village People Radio Show (Apa khabar orang kampung) (2007),Documentary
"Village, The (2004)",Drama|Mystery|Thriller
"Villain, The (1979)",Comedy|Western
"Villain, The (Ek Villain) (2014)",Action|Romance|Thriller
"Villain, The (Le Vilain) (2009)",Comedy
Vince Vaughn's Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland (2006),Comedy|Documentary
Vincent & Theo (1990),Drama
Vincent (1982),Animation
Vincent Wants to Sea (Vincent will meer) (2010),Drama
Vincent: A Life in Color (2008),Documentary
Vincere (2009),Drama|Romance
Vinci (2004),Comedy|Crime
Vinyan (2008),Drama|Horror|Thriller
Vinyl (2000),Documentary
Viola (2012),Drama
Violence at Noon (Hakuchu no torima) (1966),Drama
"Violent City (Family, The) (Città violenta) (1970)",Action|Crime|Drama
"Violent Cop (Sono otoko, kyôbô ni tsuki) (1989)",Action|Crime|Drama|Thriller
"Violent Men, The (1955)",Western
Violent Saturday (1955),Crime|Drama
"Violent Years, The (1956)",Drama
Violet & Daisy (2011),Action|Drama
Violet Tendencies (2010),Comedy|Drama|Romance
Violeta Went to Heaven (Violeta se fue a los cielos) (2011),Drama
Violets Are Blue... (1986),Drama|Romance
Violette (2013),Drama
Violette (Violette Nozière) (1978),Crime|Drama|Thriller
"Violin, El (2005)",Drama
Viper in the Fist (2004),Drama
"Virgin Queen, The (1955)",Drama|Romance
"Virgin Spring, The (Jungfrukällan) (1960)",Crime|Drama
Virgin Stripped Bare by Her Bachelors (Oh! Soo-jung) (2000),Drama
"Virgin Suicides, The (1999)",Drama|Romance
Virgin Territory (2007),Adventure|Comedy|Romance
Virginia (2010),Drama
Virginia City (1940),Action|Drama|Romance|Western
Virginia's Run (2002),Drama
"Virginity Hit, The (2010)",Comedy
Viridiana (1961),Comedy|Drama
Virtual JFK: Vietnam If Kennedy Had Lived (2008),Documentary
Virtual Sexuality (1999),Comedy|Drama
Virtuality (2009),Drama|Sci-Fi|Thriller
Virtuosity (1995),Action|Sci-Fi|Thriller
Virunga (2014),Documentary|War
Virus (1999),Horror|Sci-Fi
Virus X (2010),Horror|Sci-Fi
Vision (Vision - Aus dem Leben der Hildegard von Bingen) (2009),Drama
Vision Quest (1985),Drama|Romance
Visioneers (2008),Comedy
Visions of Europe (2004),Comedy|Drama
Visions of Light: The Art of Cinematography (1992),Documentary
Visit to a Small Planet (1960),Comedy|Sci-Fi
"Visit, The (1964)",Drama
"Visit, The (2000)",Drama
"Visiteurs du soir, Les (Devil's Envoys, The) (1942)",Drama|Fantasy|Romance
Visiting Hours (1982),Horror
Visitor Q (Bizita Q) (2001),Comedy|Drama|Horror
Visitor to a Museum (Posetitel muzeya) (1989),Sci-Fi
"Visitor, The (2007)",Drama|Romance
"Visitor, The (Muukalainen) (2008)",Drama|Mystery
Visitors (2013),Documentary
"Visitors, The (1972)",Crime|Drama|Thriller
"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
Visual Acoustics (2008),Documentary
Vital (2004),Thriller
Vital Signs (1990),Drama
"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",Drama
Vito (2011),Documentary
Vitus (2006),Drama
Viva (2007),Comedy|Drama|Musical
Viva Cuba (2005),Comedy|Drama
Viva Knievel! (1977),Action
Viva Las Vegas (1964),Comedy|Musical|Romance
Viva María! (1965),Adventure|Comedy|Western
Viva Max! (1969),(no genres listed)
Viva Riva! (2010),Drama
Viva Villa! (1934),Western
Viva Zapata! (1952),Western
Vivacious Lady (1938),Comedy|Romance
Vive L'Amour (Ai qing wan sui) (1994),Drama
Vivere (2007),Drama|Romance
Vivien Leigh: Scarlett and Beyond (1990),Documentary
Vivre sa vie: Film en douze tableaux (My Life to Live) (1962),Drama
Vixen! (1968),Drama
Viy (2014),Adventure|Fantasy|Mystery|Thriller
Viy or Spirit of Evil (Viy) (1967),Comedy|Drama|Fantasy|Horror
Vizontele (2001),Comedy|Drama
Vizontele Tuuba (2004),Comedy|Drama
Vlad (2003),Horror|Thriller
Vlad Tepes (Vlad &#354;epe&#351;) (1979),Drama
Vodka Lemon (2003),Comedy|Drama
"Vodka, Mr. Palmu (Vodkaa, komisario Palmu) (1969)",Crime|Mystery
Voices (1979),Drama|Romance
Voices from the List (2004),Documentary
Voices of a Distant Star (Hoshi no koe) (2003),Animation|Drama|Romance|Sci-Fi
Voices of Iraq (2004),Documentary
Volcano (1997),Action|Drama|Thriller
Volcano (Eldfjall) (2011),Drama
Volcano High (Whasango) (2001),Action|Comedy
Volga - Volga (1938),Comedy|Musical
Voll Normaaal (1994),Comedy
Vollidiot (2007),Comedy|Drama
Volunteers (1985),Comedy
Volver (2006),Comedy|Drama
Von Richthofen and Brown (1971),Action|Drama|War
Von Ryan's Express (1965),Action|Adventure|Drama|War
Voodoo Dawn (1991),Horror
Voodoo Tiger (1952),Adventure
"Vow, The (2012)",Drama|Romance
Voyage of the Damned (1976),Drama
Voyage to Cythera (Taxidi sta Kythira) (1984),Drama
Voyage to the Beginning of the World (Viagem ao Princípio do Mundo) (1997),Drama
Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
Voyage to the End of the Universe (Ikarie XB 1) (1963),Sci-Fi
Voyage to the Prehistoric Planet (1965),Adventure|Sci-Fi
Voyager (Homo Faber) (1991),Drama
Voyeur (Abel) (1986),Comedy
Vulgar (2000),Drama
Vuonna 85 (2013),Comedy
W Delta Z (a.k.a. The Killing Gene) (2007),Crime|Horror|Thriller
W. (2008),Drama
W.C. Fields and Me (1976),Drama
W.E. (2011),Drama|Romance
W.R.: Mysteries of the Organism  (1971),Comedy|Documentary
W.W. and the Dixie Dancekings (1975),Comedy
"Wackiest Ship in the Army, The (1960)",Comedy|War
"Wackness, The (2008)",Comedy|Drama|Romance
Waco: A New Revelation (1999),Documentary
Waco: The Rules of Engagement (1997),Documentary
Wadd: The Life & Times of John C. Holmes (1999),Documentary
Wadjda (2012),Drama
Wag the Dog (1997),Comedy
"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Adventure|Drama|Thriller
Wagner's Dream (2012),Documentary
Wagon Master (1950),Western
Wagons East (1994),Comedy|Western
Wah-Wah (2005),Drama
Waist Deep (2006),Action|Crime|Drama|Thriller
Wait Until Dark (1967),Drama|Thriller
Waiter (Ober) (2006),Comedy
Waiting For Armageddon (2009),Documentary
Waiting for Forever (2010),Drama|Romance
Waiting for Guffman (1996),Comedy
Waiting for Happiness (Heremakono) (2002),Drama
Waiting for Superman (2010),Documentary
"Waiting Game, The (2000)",Comedy
Waiting Room (Bekleme odasi) (2004),Drama
"Waiting Room, The (2007)",Drama|Romance
"Waiting Room, The (2012)",Documentary
Waiting to Exhale (1995),Comedy|Drama|Romance
Waiting Women (Kvinnors väntan) (1952),Comedy|Drama
Waiting... (2005),Comedy
Waitress (2007),Comedy|Drama|Romance
Wake (2009),Comedy|Drama|Romance
Wake in Fright (1971),Drama|Thriller
"Wake in Providence, A (1999)",Comedy
Wake Island (1942),Drama|War
Wake of Death (2004),Action|Adventure
Wake of the Red Witch (1948),Action|Adventure|Drama
"Wake Up, Ron Burgundy (2004)",Comedy
Wake Wood (2010) ,Drama|Horror|Mystery
Waking Life (2001),Animation|Drama|Fantasy
Waking Madison (2010) ,Drama
Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
Waking Sleeping Beauty (2009),Animation|Documentary
Waking the Dead (2000),Drama|Thriller
Waking Up in Reno (2002),Comedy|Romance
Walk All Over Me (2007),Comedy|Crime|Drama
"Walk Among the Tombstones, A (2014)",Action|Crime|Mystery|Thriller
Walk Hard: The Dewey Cox Story (2007),Comedy|Musical
"Walk in the Clouds, A (1995)",Drama|Romance
"Walk in the Sun, A (1945)",War
Walk Like a Man (1987),Comedy
Walk of Shame (2014),Comedy
"Walk on the Moon, A (1999)",Drama|Romance
Walk on the Wild Side (1962),Drama
Walk on Water (2004),Drama|Thriller
"Walk Softly, Stranger (1950)",Crime|Drama|Film-Noir|Romance
Walk the Line (2005),Drama|Musical|Romance
"Walk to Remember, A (2002)",Drama|Romance
"Walk, Don't Run (1966)",Comedy|Romance
Walkabout (1971),Adventure|Drama
Walker (1987),Adventure|Drama|War|Western
Walker (2012),(no genres listed)
"Walker, The (2007)",Drama|Mystery
Walking and Talking (1996),Comedy|Drama|Romance
"Walking Dead, The (1936)",Crime|Horror|Sci-Fi
"Walking Dead, The (1995)",Drama|War
Walking on Sunshine (2014),Musical|Romance
Walking Tall (1973),Action|Crime|Drama|Thriller
Walking Tall (2004),Action
Walking Tall Part II (1975),Action|Adventure|Crime|Drama
Walking With Dinosaurs (2013),Adventure|Animation|Children
Walking with Monsters (2005),Documentary
Walking with Prehistoric Beasts (2001),Animation|Documentary
Wall Street (1987),Drama
Wall Street: Money Never Sleeps (2010),Drama
"Wall, The (Die Wand) (2012)",Drama|Fantasy
WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
Wallace and Gromit in 'A Matter of Loaf and Death' (2008),Animation|Comedy
Walled In (2009),Horror|Thriller
Wal-Mart: The High Cost of Low Price (2005),Documentary
Walt & El Grupo (2008),Documentary
Walter (1982),Drama
Walter Defends Sarajevo (Valter brani Sarajevo) (1972),War
Waltz with Bashir (Vals im Bashir) (2008),Animation|Documentary|Drama|War
Waltzes from Vienna (1933),Comedy|Musical
Wanda (1970),Drama
Wanda Nevada (1979),Comedy|Mystery|Romance|Western
Wanda Sykes: Sick and Tired (2006),Comedy|Documentary
Wanderers (2014),Animation|Sci-Fi
"Wanderers, The (1979)",Drama
Wanderlust (2012),Comedy
"Wankers, The (Les branleuses) (2011)",Documentary
Wanted (2008),Action|Thriller
Wanted (2009),Action|Romance
Wanted! (Nachbarinnen) (2004),Drama
Wanted: Dead or Alive (1987),Action
War (2007),Action|Thriller
War and Peace (1956),Drama|Romance|War
War and Peace (Jang Aur Aman) (2001),Documentary|War
War and Peace (Voyna i mir) (1967),Drama|Romance|War
"War at Home, The (1996)",Drama
"War Comes to America (Why We Fight, 7) (1945)",Documentary|War
War Dance (2007),Documentary
"War Game, The (1965)",Documentary|Drama|War
War Horse (2011),Drama|War
"War Is Over, The (Guerre est finie, La) (1966)",Drama
"War Lord, The (1965)",Drama|Romance|War
War Made Easy: How Presidents & Pundits Keep Spinning Us to Death (2007),Documentary|War
War of the Arrows (Choi-jong-byeong-gi Hwal) (2011),Action
War of the Buttons (1994),Adventure|Children|Drama
War of the Dead - Stone's War (2011) ,Action|Adventure|Horror|Sci-Fi|Thriller|War
"War of the Gargantuas, The (Furankenshutain no kaijû: Sanda tai Gaira) (1968)",Horror|Sci-Fi
War of the Robots (La guerra dei robot) (1978),Action|Adventure|Sci-Fi
"War of the Roses, The (1989)",Comedy|Drama
War of the Shaolin Temple (Shao Lin shi san gun seng) (1980),Action|Adventure|War
War of the Wildcats (In Old Oklahoma) (1943),Western
